# student = Andrew Dyer		
# mail: andrew.dyer@uni-saarland.de		
# language = kea (Cape Verdean Creole / Kabuverdianu)		
# description = Data from The Atlas of Pidgin and Creole Structures Online (APICS), Structure dataset 32: Cape Verdean Creole of São Vicente, based on data compiled by Dominika Swolkien, Universidade de Cabo Verde.		
# url = https://apics-online.info/contributions/32		
		
		
# sent_id = 1		
# text = Na nha prinsip, koza k N gostá d'fazê senpr péska, senpr péska.		
# translation = A thing I liked to do from the very beginning was always fishing, always fishing.		
# speaker = PJL		
1	Na	PREP
2	nha	POSS
3	prinsip	beginning
4	,	PUNCT
5	koza	thing
6	k	REL
7	N	1.SG
8	gostá	like
9	d'	PREP
10	fazê	do
11	senpr	always
12	péska	fishing
13	,	PUNCT
14	senpr	always
15	péska	fishing
16	.	PUNCT
		
		
# sent_id = 2		
# text = Agóra, N te ben kontá ots koza tanbê fóra péska.		
# translation = Now, I will also tell about other things, apart from fishing.		
# speaker = PJL		
1	Agóra	now
2	,	PUNCT
3	N	1.SG
4	te	PRS
5	ben	come
6	kontá	tell
7	ots	other.PL
8	koza	thing
9	tanbê	also
10	fóra	outside
11	péska	fishing
12	.	PUNCT
		
		
# sent_id = 3		
# text = Na prinsip, de nha trabói ke nos mai tá inximá-nos éra katá páia, katá bósta - bo sabê kze ke e bósta, bósta d'váka?		
# translation = In the beginning of my work, what our mother used to teach us was picking up straw, manure - do you know what manure is, cow's manure?		
# speaker = PJL		
1	Na	PREP
2	prinsip	beginning
3	,	PUNCT
4	de	PREP
5	nha	POSS
6	trabói	work
7	ke	REL
8	nos	our
9	mai	mother
10	tá	PST.HAB
11-12	inximá-nos	
11	inximá	teach
12	nos	1.PL
13	éra	COP.PST
14	katá	pick_up
15	páia	straw
16	,	PUNCT
17	katá	pick_up
18	bósta	manure
19	-	PUNCT
20	bo	2.SG
21	sabê	know
22	kze	what
23	ke	COMP
24	e	COP
25	bósta	manure
26	,	PUNCT
27	bósta	manure
28	d'	PREP
29	váka	cow
30	?	PUNCT
		
		
#sent_id = 4		
# text = Vendê pex, vendê lenha.		
# translation = Selling fish, selling wood.		
# speaker = PJL		
1	Vendê	sell
2	pex	fish
3	vendê	sell
4	lenha	wood
5	.	PUNCT
		
		
# sent_id = 5		
# text = Tud es koza no tá fazê, katá, bá vendê na moráda.		
# translation = Picking it up, going and selling it in the city, all these things we used to do.		
# speaker = PJL		
1	Tud	all
2	es	DEM.PL
3	koza	thing
4	no	1.PL
5	tá	PST.HAB
6	fazê	do
7	,	PUNCT
8	katá	pick_up
9	,	PUNCT
10	bá	go
11	vendê	sell
12	na	PREP
13	moráda	city
14	.	PUNCT
		
		
# sent_id = 6		
# text = Má tontê k bosê tá vendê?		
# translation = But for how much did you sell it?		
# speaker = LL		
1	Má	but
2	tontê	how_much
3	k	COMP
4	bosê	2.SG
5	tá	PST.HAB
6	vendê	sell
7	?	PUNCT
		
		
# sent_id = 7		
# text = K manera k bo tá vendê?		
# translation = How did we sell it?		
# speaker = PJL		
1	K	what
2	manera	way
3	k	COMP
4	bo	2.SG
5	tá	PST.HAB
6	vendê	sell
7	?	PUNCT
		
		
# sent_id = 8		
# text = Uh huh…		
# translation = Uh huh…		
# speaker = LL		
1	Uh	TAG
2	huh	TAG
3	…	PUNCT
		
		
# sent_id = 9		
# text = Éra fazid un montin na txon, dez toston kada montin, sin.		
# translation = It was to make a little hill on the ground, ten toston each, yes.		
# speaker = PJL		
1	Éra	COP.PST
2	fazid	make.PTCP
3	un	DET
4	montin	hill.little
5	na	on
6	txon	ground
7	,	PUNCT
8	dez	ten
9	toston	toston(colonial_currency)
10	kada	each
11	montin	hill.little
12	,	PUNCT
13	sin	yes
14	.	PUNCT
		
		
# sent_id = 10		
# text = Y mas uke bosê táva fazê para alén de...		
# translation = And what else were you doing apart from...		
# speaker = LL		
1	Y	and
2	mas	more
3	uke	what
4	bosê	2.SG
5	táva	PST.HAB
6	fazê	do
7	para	apart
8	alén	PREP
9	de	PREP
10	...	PUNCT
		
		
# sent_id = 11		
# text = Dpos enton N ben te kriá, N ben pô na vida d’már.		
# translation = Later then I grew up and I entered the sea life.		
# speaker = PJL		
1	Dpos	later
2	enton	then
3	N	1.SG
4	ben	come
5	te	PROG
6	kriá	grow_up
7	,	PUNCT
8	N	1.SG
9	ben	come
